MEDICAL CONCEPT LABEL,MEDICAL CONCEPT ID
"cpt::Antibody; fungus, not elsewhere specified::86671::C3516466|C0373904",240
cpt::Antibody; giardia lamblia::86674::C0523292,241
cpt::Antibody; haemophilus influenza::86684::C0523276,242
cpt::Antibody; helicobacter pylori::86677::C0373906,243
"cpt::Antibody; helminth, not elsewhere specified::86682::C3516467|C0523291|C0373907",244
"cpt::Antibody; hepatitis, delta agent::86692::C0373912|C0523310",245
"cpt::Antibody; herpes simplex, non-specific type test::86694::C0373913",246
"cpt::Antibody; herpes simplex, type 1::86695::C0373914",247
cpt::Antibody; histoplasma::86698::C0523289,248
"cpt::Antibody; hiv-1 and hiv-2, single result::86703::C3248229|C3516468",249
cpt::Antibody; hiv-1::86701::C0373916,250
"cpt::Antibody; htlv or hiv antibody, confirmatory test (eg, western blot)::86689::C3525849|C3525850|C4051945|C3525851|C0373911",251
cpt::Antibody; influenza virus::86710::C0373919,252
cpt::Antibody; legionella::86713::C0523277,253
cpt::Antibody; leptospira::86720::C0523278,254
cpt::Antibody; listeria monocytogenes::86723::C0523279,255
cpt::Antibody; lymphocytic choriomeningitis::86727::C0373924,256
cpt::Antibody; mumps::86735::C0523313,257
cpt::Antibody; mycoplasma::86738::C0523281,258
cpt::Antibody; neisseria meningitidis::86741::C0523282,259
cpt::Antibody; parvovirus::86747::C0373931,260
"cpt::Antibody; protozoa, not elsewhere specified::86753::C0201334|C0373933",261
cpt::Antibody; respiratory syncytial virus::86756::C0373934,262
cpt::Antibody; rickettsia::86757::C0918193,263
cpt::Antibody; rotavirus::86759::C0373935,264
cpt::Antibody; rubella::86762::C0373936,265
cpt::Antibody; rubeola::86765::C0373937,266
cpt::Antibody; salmonella::86768::C0523284,267
cpt::Antibody; tetanus::86774::C0523286,268
"cpt::Antibody; toxoplasma, igm::86778::C0373942",269
cpt::Antibody; toxoplasma::86777::C0523295,270
cpt::Antibody; treponema pallidum::86780::C0919842,271
cpt::Antibody; trichinella::86784::C0523297,272
cpt::Antibody; varicella-zoster::86787::C0373945,273
"cpt::Antibody; virus, not elsewhere specified::86790::C3516470|C0373946|C3525856",274
cpt::Antibody; yersinia::86793::C0523287,275
cpt::Antihuman globulin test (coombs test)::1012089::C3702087,276
"cpt::Antihuman globulin test (coombs test); direct, each antiserum::86880::C3525868|C0373958|C3516485",277
"cpt::Antihuman globulin test (coombs test); indirect, each antibody titer::86886::C0373960|C3516486|C3525870",278
cpt::Antinuclear antibodies (ana)::1014272::C0587178,279
cpt::Antinuclear antibodies (ana)::86038::C3516423|C0587178,280
cpt::Antinuclear antibodies (ana); titer::86039::C0373828|C3516424,281
cpt::Antistreptolysin 0; screen::86063::C0201655,282
cpt::Antistreptolysin 0; titer::86060::C1318462,283
"cpt::Aortography, abdominal plus bilateral iliofemoral lower extremity, catheter, by serialography, radiological supervision and interpretation::75630::C3703847|C3866301|C3525310|C0373242",284
"cpt::Aortography, abdominal, by serialography, radiological supervision and interpretation::75625::C3525309|C0373241|C3703846|C3866302",285
"cpt::Aortography, thoracic, by serialography, radiological supervision and interpretation::75605::C3703845|C3866303|C3525308|C0373240",286
cpt::Aortoplasty (gusset) for supravalvular stenosis::33417::C3513493|C0190374,287
"cpt::Apolipoprotein, each::82172::C0523476",288
cpt::Appendectomy::1014622::C0003611,289
cpt::Appendectomy::44950::C0003611,290
cpt::Appendectomy; for ruptured appendix with abscess or generalized peritonitis::44960::C3521989|C3521990|C0003612|C3514211,291
cpt::Appendectomy; when done for indicated purpose at time of other major procedure (not as separate procedure) (list separately in addition to code for primary procedure)::44955::C0372105|C0003611,292
"cpt::Application of a modality to 1 or more areas; contrast baths, each 15 minutes::97034::C3527080|C0374494|C3517302",293
"cpt::Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes::97032::C3527078|C3517300|C0374492",294
cpt::Application of a modality to 1 or more areas; electrical stimulation (unattended)::97014::C3527072|C3517293|C0374484,295
cpt::Application of a modality to 1 or more areas; hot or cold packs::97010::C0374482|C3517291|C3527071,296
"cpt::Application of a modality to 1 or more areas; hubbard tank, each 15 minutes::97036::C3517304|C0374496|C3527082",297
cpt::Application of a modality to 1 or more areas; infrared::97026::C3517298|C3527076|C0374490,298
"cpt::Application of a modality to 1 or more areas; iontophoresis, each 15 minutes::97033::C3527079|C0374493|C3517301",299
cpt::Application of a modality to 1 or more areas; paraffin bath::97018::C3517295|C0374486|C3527073,300
"cpt::Application of a modality to 1 or more areas; traction, mechanical::97012::C0553622|C3517292|C0374483",301
"cpt::Application of a modality to 1 or more areas; ultrasound, each 15 minutes::97035::C0374495|C3527081|C3517303",302
cpt::Application of a modality to 1 or more areas; vasopneumatic devices::97016::C0374485|C0203905|C3704116,303
cpt::Application of a modality to 1 or more areas; whirlpool::97022::C0374488|C3517296|C3527074,304
"cpt::Application of a modality to one or more areas; contrast baths, each 15 minutes",305
"cpt::Application of a modality to one or more areas; electrical stimulation (manual), each 15 minutes",306
cpt::Application of a modality to one or more areas; electrical stimulation (unattended),307
cpt::Application of a modality to one or more areas; hot or cold packs,308
"cpt::Application of a modality to one or more areas; iontophoresis, each 15 minutes",309
cpt::Application of a modality to one or more areas; paraffin bath,310
"cpt::Application of a modality to one or more areas; traction, mechanical",311
"cpt::Application of a modality to one or more areas; ultrasound, each 15 minutes",312
"cpt::Application of a multiplane (pins or wires in more than 1 plane), unilateral, external fixation system (eg, ilizarov, monticelli type)::20692::C3702709|C3512182|C0370648",313
"cpt::Application of a multiplane (pins or wires in more than one plane), unilateral, external fixation system (eg, ilizarov, monticelli type)",314
"cpt::Application of a uniplane (pins or wires in 1 plane), unilateral, external fixation system::20690::C3702708|C0370647|C3512181",315
"cpt::Application of a uniplane (pins or wires in one plane), unilateral, external fixation system",316
"cpt::Application of body cast, shoulder to hips::1014600::C0185901",317
"cpt::Application of body cast, shoulder to hips::29035::C0185901",318
"cpt::Application of body cast, shoulder to hips; including both thighs::29046::C0185904|C0185901",319
"cpt::Application of clubfoot cast with molding or manipulation, long or short leg::29450::C3519967|C3708256|C3519968|C3513123|C0371337|C3708257|C3708258|C3708255",320
"cpt::Application of cranial tongs, caliper, or stereotactic frame, including removal (separate procedure)::20660::C3512173|C3705728|C0370642|C2069756|C3518261|C3518262|C2069757|C3705729",321
cpt::Application of cylinder cast (thigh to ankle)::29365::C0188336,322
cpt::Application of finger splint; dynamic::29131::C0187741|C3513121,323
cpt::Application of finger splint; static::29130::C3513120|C0187740,324
"cpt::Application of halo type appliance for maxillofacial fixation, includes removal (separate procedure)::21100::C0370686|C3705826|C3705827|C3512240",325
cpt::Application of halo type body cast (see 20661-20663 for insertion)::29000::C0185483,326
"cpt::Application of halo, including removal, cranial, 6 or more pins placed, for thin skull osteology (eg, pediatric patients, hydrocephalus, osteogenesis imperfecta)::20664::C3518263|C3705732|C3512177|C3518266|C2939195",327
"cpt::Application of halo, including removal; cranial::20661::C0370643|C3518263|C3518266|C3512174",328
"cpt::Application of halo, including removal; pelvic::20662::C3518264|C3512175|C0370644|C3705730",329
cpt::Application of hip spica cast::1005574::C0409146,330
cpt::Application of hip spica cast; 1 and one-half spica or both legs::29325::C0188351|C3703127|C3527493,331
cpt::Application of hip spica cast; 1 leg::29305::C0188350,332
"cpt::Application of interdental fixation device for conditions other than fracture or dislocation, includes removal::21110::C3705828|C3512241|C0370687|C3518301",333
"cpt::Application of intervertebral biomechanical device(s) (eg, synthetic cage(s), methylmethacrylate) to vertebral defect or interspace (list separately in addition to code for primary procedure)::22851::C3706314|C3706312|C3706315|C3518546|C3512425|C3706313|C0370845",334
"cpt::Application of intervertebral biomechanical device(s) (eg, synthetic cage(s), threaded bone dowel(s), methylmethacrylate) to vertebral defect or interspace",335
"cpt::Application of intervertebral biomechanical device(s) (eg, synthetic cage(s), threaded bone dowel(s), methylmethacrylate) to vertebral defect or interspace (list separately in addition to code for primary procedure)",336
cpt::Application of long arm splint (shoulder to hand)::29105::C2322571,337
cpt::Application of long leg cast (thigh to toes)::1014603::C0409147,338
cpt::Application of long leg cast (thigh to toes)::29345::C0409147,339
cpt::Application of long leg cast (thigh to toes); walker or ambulatory type::29355::C3519963|C0188337|C3708253,340
cpt::Application of long leg splint (thigh to ankle or toes)::29505::C0188344|C2316361|C3708259,341
"cpt::Application of multi-layer compression system; leg (below knee), including ankle and foot::29581::C3513124|C2724258|C3708260",342
"cpt::Application of multi-layer venous wound compression system, below knee",343
"cpt::Application of multiplane (pins or wires in more than 1 plane), unilateral, external fixation with stereotactic computer-assisted adjustment (eg, spatial frame), including imaging; initial and subsequent alignment(s), assessment(s), and computation(s) of adjustment schedule(s)::20696::C3702709|C3518269|C2366819",344
"cpt::Application of risser jacket, localizer, body; only::29010::C3513115|C0185488|C3701606|C2585464",345
cpt::Application of short arm splint (forearm to hand); dynamic::29126::C0187058,346
cpt::Application of short arm splint (forearm to hand); static::29125::C0187057,347
cpt::Application of short leg cast (below knee to toes)::1014604::C0188339,348
cpt::Application of short leg cast (below knee to toes)::29405::C0188339,349
cpt::Application of short leg cast (below knee to toes); walking or ambulatory type::29425::C3708254|C0188340|C3709262,350
cpt::Application of short leg splint (calf to foot)::29515::C0188345,351
"cpt::Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part thereof (list separately in addition to code for primary procedure)::15278::C3518075|C3518070|C3518078|C3704971|C3518071|C3518068|C3702672|C3518069|C3518077|C3248346|C3518076|C3704970|C3518072|C3518074|C3704972|C3518073",352
"cpt::Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area greater than or equal to 100 sq cm; first 100 sq cm wound surface area, or 1% of body area of infants and children::15277::C3518075|C3518070|C3248345|C3704968|C3518078|C3518071|C3518068|C3704969|C3518069|C3518077|C3518076|C3518072|C3518074|C3518073",353
"cpt::Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area::15275::C3518075|C3518070|C3518078|C3518071|C3248343|C3518068|C3518069|C3518077|C3518076|C3518072|C3518074|C3704966|C3702670|C3518073",354
"cpt::Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (list separately in addition to code for primary procedure)::15272::C3704964|C3704965|C3518067|C3702667|C3704967|C3248340",355
"cpt::Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; first 25 sq cm or less wound surface area::15271::C3702666|C3704964|C3704965|C3518067|C3704966|C3248339",356
cpt::Application of surface (transcutaneous) neurostimulator::64550::C0394675|C3515342,357
"cpt::Application of turnbuckle jacket, body; including head",358
"cpt::Application, cast; elbow to finger (short arm)::29075::C0371329",359
"cpt::Application, cast; finger (eg, contracture)::29086::C0973427",360
"cpt::Application, cast; hand and lower forearm (gauntlet)::29085::C0371330|C3513118",361
"cpt::Application, cast; shoulder spica::29055::C0186970",362
"cpt::Application, cast; shoulder to hand (long arm)::29065::C0371328",363
"cpt::Aqueous shunt to extraocular equatorial plate reservoir, external approach; with graft::66180::C3865533|C3865386|C3524911|C3866683",364
"cpt::Arrest, epiphyseal, any method (eg, epiphysiodesis); combined distal femur, proximal tibia and fibula::27479::C2091875|C0188105|C3707663|C3512910",365
"cpt::Arrest, epiphyseal, any method (eg, epiphysiodesis); distal femur::27475::C3512908|C2091874|C0188102",366
"cpt::Arrest, epiphyseal, any method (eg, epiphysiodesis); tibia and fibula, proximal::27477::C3512909|C0188197",367
"cpt::Arrest, hemiepiphyseal, distal femur or proximal tibia or fibula (eg, genu varus or valgus)::27485::C0188100|C3707666|C3707669|C3512911|C3707667|C3707664|C3707671|C3707665|C3707668|C2030393|C3707670",368
cpt::Arsenic::82175::C0373548,369
"cpt::Arterial catheterization for prolonged infusion therapy (chemotherapy), cutdown::36640::C3868112|C0371814|C3521139|C3513788",370
